particle_id,launch_coordinate_sigma,effective_amplitude_sigma,tune_fractional,tune_absolute
1,0.04,0.0434853520298,0.0632007866336,3.06320078663
2,0.08,0.0869707040596,0.0633518389224,3.06335183892
3,0.12,0.130456056089,0.0636030179366,3.06360301794
4,0.16,0.173941408119,0.0639534782287,3.06395347823
5,0.2,0.217426760149,0.0644020452158,3.06440204522
6,0.24,0.260912112179,0.0649471982317,3.06494719823
7,0.28,0.304397464209,0.065587137286,3.06558713729
8,0.32,0.347882816239,0.0663197425097,3.06631974251
9,0.36,0.391368168268,0.0671426099909,3.06714260999
10,0.4,0.434853520298,0.0680530771836,3.06805307718
11,0.44,0.478338872328,0.0690482291841,3.06904822918
12,0.48,0.521824224358,0.0701249191315,3.07012491913
13,0.52,0.565309576388,0.0712797884222,3.07127978842
14,0.56,0.608794928418,0.0725092887769,3.07250928878
15,0.6,0.652280280447,0.073809713994,3.07380971399
16,0.64,0.695765632477,0.0751772089069,3.07517720891
17,0.68,0.739250984507,0.0766077763725,3.07660777637
18,0.72,0.782736336537,0.0780973683128,3.07809736831
19,0.76,0.826221688567,0.0796417648081,3.07964176481
20,0.8,0.869707040596,0.0812368259395,3.08123682594
21,0.84,0.913192392626,0.0828792401385,3.08287924014
22,0.88,0.956677744656,0.0845607354865,3.08456073549
23,0.92,1.00016309669,0.0862835328254,3.08628353283
24,0.96,1.04364844872,0.0880386810824,3.08803868108
25,1,1.08713380075,0.0898233892948,3.08982338929
26,1.04,1.13061915278,0.0916335081612,3.09163350816
27,1.08,1.17410450481,0.0934650093089,3.09346500931
28,1.12,1.21758985684,0.0953139642061,3.09531396421
29,1.16,1.26107520886,0.0971765536513,3.09717655365
30,1.2,1.30456056089,0.0990490796157,3.09904907962
31,1.24,1.34804591292,0.100927976256,3.10092797626
32,1.28,1.39153126495,0.102809819521,3.10280981952
33,1.32,1.43501661698,0.104691335364,3.10469133536
34,1.36,1.47850196901,0.106569406467,3.10656940647
35,1.4,1.52198732104,0.108441077779,3.10844107778
36,1.44,1.56547267307,0.11030355584,3.11030355584
37,1.48,1.6089580251,0.11215423298,3.11215423298
38,1.52,1.65244337713,0.113990649864,3.11399064986
39,1.56,1.69592872916,0.115810532777,3.11581053278
40,1.6,1.73941408119,0.117611774423,3.11761177442
41,1.64,1.78289943322,0.119392439728,3.11939243973
42,1.68,1.82638478525,0.121150763731,3.12115076373
43,1.72,1.86987013728,0.122885123701,3.1228851237
44,1.76,1.91335548931,0.124592846538,3.12459284654
45,1.8,1.95684084134,0.126276523755,3.12627652375
46,1.84,2.00032619337,0.127930899814,3.12793089981
47,1.88,2.0438115454,0.129556585035,3.12955658504
48,1.92,2.08729689743,0.131152614767,3.13115261477
49,1.96,2.13078224946,0.132718276967,3.13271827697
50,2,2.17426760149,0.134252980813,3.13425298081
51,2.04,2.21775295352,0.135756256298,3.1357562563
52,2.08,2.26123830555,0.137227756844,3.13722775684
53,2.12,2.30472365758,0.138667223154,3.13866722315
54,2.16,2.34820900961,0.140074518882,3.14007451888
55,2.2,2.39169436164,0.141449585731,3.14144958573
56,2.24,2.43517971367,0.142792439574,3.14279243957
57,2.28,2.4786650657,0.14410322418,3.14410322418
58,2.32,2.52215041773,0.145382091409,3.14538209141
59,2.36,2.56563576976,0.146629284188,3.14662928419
60,2.4,2.60912112179,0.147845145443,3.14784514544
61,2.44,2.65260647382,0.149030034632,3.14903003463
62,2.48,2.69609182585,0.150184338214,3.15018433821
63,2.52,2.73957717788,0.151308494404,3.1513084944
64,2.56,2.78306252991,0.152403009697,3.1524030097
65,2.6,2.82654788194,0.153468414659,3.15346841466
66,2.64,2.87003323397,0.15450526283,3.15450526283
67,2.68,2.913518586,0.155514125771,3.15551412577
68,2.72,2.95700393803,0.156495593313,3.15649559331
69,2.76,3.00048929006,0.157450275276,3.15745027528
70,2.8,3.04397464209,0.158378809462,3.15837880946
71,2.84,3.08745999412,0.159281880136,3.15928188014
72,2.88,3.13094534615,0.160160231631,3.16016023163
73,2.92,3.17443069818,0.161014594989,3.16101459499
74,2.96,3.21791605021,0.161845379914,3.16184537991
75,3,3.26140140224,0.162652269949,3.16265226995
76,3.04,3.30488675427,0.163435504168,3.16343550417
77,3.08,3.3483721063,0.164204324715,3.16420432472
78,3.12,3.39185745833,0.165012742421,3.16501274242
79,3.16,3.43534281036,0.165573025977,3.16557302598
80,3.2,3.47882816239,0.166357419536,3.16635741954
81,3.24,3.52231351442,0.166967630699,3.1669676307
82,3.28,3.56579886645,0.167827518296,3.1678275183
83,3.32,3.60928421848,0.16836207338,3.16836207338
84,3.36,3.65276957051,0.168983048171,3.16898304817
85,3.4,3.69625492253,0.169588002546,3.16958800255
86,3.44,3.73974027456,0.170189253536,3.17018925354
87,3.48,3.78322562659,0.170764155913,3.17076415591
88,3.52,3.82671097862,0.171328897401,3.1713288974
89,3.56,3.87019633065,0.171876033996,3.171876034
90,3.6,3.91368168268,0.172409404937,3.17240940494
91,3.64,3.95716703471,0.172928630722,3.17292863072
92,3.68,4.00065238674,0.173433920553,3.17343392055
93,3.72,4.04413773877,0.173926336359,3.17392633636
94,3.76,4.0876230908,0.174405668079,3.17440566808
95,3.8,4.13110844283,0.174872792668,3.17487279267
96,3.84,4.17459379486,0.175327879909,3.17532787991
97,3.88,4.21807914689,0.175771258543,3.17577125854
98,3.92,4.26156449892,0.17620361917,3.17620361917
99,3.96,4.30504985095,0.176624768665,3.17662476867
